Id_Promozione,Data_Inizio,Data_Fine,Brand,Percentuale_Sconto,Modello
150925,2022-07-23,2022-07-30,Chevrolet,11,3500
150926,2021-09-21,2021-09-26,Audi,23,S4
150927,2021-09-27,2021-10-06,Nissan,10,GT-R
150928,2021-12-25,2022-01-17,Ford,20,"Club Wagon"
150929,2022-06-19,2022-07-14,Isuzu,13,Ascender
150930,2021-10-30,2021-11-29,Mercury,7,Sable
150931,2022-03-31,2022-04-03,Saturn,10,VUE
150932,2022-02-27,2022-03-15,Pontiac,6,Parisienne
150933,2021-12-16,2022-01-01,Jaguar,21,XF
150934,2022-07-11,2022-08-05,Acura,17,Integra
150935,2022-01-05,2022-01-06,Honda,11,Insight
150936,2022-03-14,2022-03-16,Chrysler,7,Concorde
150937,2021-10-09,2021-10-11,Nissan,13,300ZX
150938,2022-07-26,2022-08-13,Volkswagen,9,"New Beetle"
150939,2022-06-03,2022-06-05,Mitsubishi,8,Eclipse
150940,2022-04-13,2022-04-16,Bentley,6,"Continental Flying Spur"
150941,2022-07-22,2022-07-27,Pontiac,11,"Grand Am"
150942,2022-06-01,2022-06-11,Plymouth,16,"Grand Voyager"
150943,2022-07-22,2022-07-27,Buick,25,Skyhawk
150944,2022-02-23,2022-03-17,BMW,19,530
150945,2021-10-25,2021-11-21,Mercedes-Benz,8,CLS-Class
150946,2022-06-02,2022-06-07,Chevrolet,13,Astro
150947,2022-06-24,2022-07-05,Hummer,10,H3
150948,2021-12-06,2021-12-15,Bentley,21,"Continental Flying Spur"
150949,2022-01-11,2022-02-08,Lexus,20,GX
150950,2022-03-04,2022-03-06,Ford,10,Mustang
150951,2022-06-10,2022-07-06,Kia,11,Rio
150952,2022-06-16,2022-07-15,Toyota,23,MR2
150953,2022-05-02,2022-05-19,Suzuki,27,Esteem
150954,2022-03-04,2022-03-31,Honda,5,CR-V
150955,2021-10-10,2021-10-17,Lexus,7,LX
150956,2022-02-16,2022-02-26,Mazda,29,"Miata MX-5"
150957,2021-10-12,2021-10-30,Dodge,20,Dakota
150958,2022-03-14,2022-03-30,"Alfa Romeo",30,164
150959,2022-06-02,2022-06-09,Volvo,29,C30
150960,2022-03-18,2022-03-31,Infiniti,22,G
150961,2022-04-10,2022-05-05,Ford,5,Festiva
150962,2022-02-22,2022-03-07,Chevrolet,30,"Suburban 2500"
150963,2021-09-14,2021-09-15,Chrysler,18,"Town & Country"
150964,2022-04-21,2022-05-13,Saturn,17,Ion
150965,2022-04-16,2022-04-20,Lotus,20,Esprit
150966,2022-04-12,2022-04-29,Oldsmobile,26,"Cutlass Supreme"
150967,2022-04-30,2022-05-15,Chevrolet,8,Malibu
150968,2021-10-28,2021-11-10,Ford,23,Probe
150969,2022-06-24,2022-06-26,Dodge,24,"Ram Van 1500"
150970,2021-09-14,2021-10-12,GMC,27,"Sierra 1500"
150971,2022-05-18,2022-06-10,Lamborghini,6,Diablo
150972,2022-02-12,2022-03-10,Toyota,8,Avalon
150973,2022-07-17,2022-07-20,GMC,5,"Savana 1500"
150974,2022-04-10,2022-05-10,Chevrolet,20,Blazer
150975,2022-03-18,2022-03-20,Dodge,26,"Ram Van 3500"
150976,2022-01-03,2022-02-01,Ford,26,Laser
150977,2021-10-12,2021-11-05,Saab,22,9000
150978,2022-04-07,2022-04-26,Dodge,26,Stealth
150979,2022-01-27,2022-02-15,GMC,13,Envoy
150980,2022-01-26,2022-02-07,Hyundai,29,Tucson
150981,2022-03-11,2022-03-12,Toyota,30,RAV4
150982,2022-02-13,2022-02-20,Lotus,15,Esprit
150983,2022-06-09,2022-06-21,Volkswagen,20,Rabbit
150984,2021-10-04,2021-10-19,Chevrolet,24,Corsica
150985,2022-07-13,2022-08-10,"Land Rover",17,"Range Rover"
150986,2021-09-20,2021-10-19,Pontiac,11,Firebird
150987,2022-04-19,2022-05-05,Jeep,8,Liberty
150988,2022-02-06,2022-02-16,Ford,5,E350
150989,2022-03-30,2022-04-24,Nissan,16,Pathfinder
150990,2022-06-06,2022-06-25,Mercedes-Benz,7,S-Class
150991,2022-03-02,2022-03-28,Mitsubishi,6,Mirage
150992,2022-05-15,2022-06-03,Lexus,12,ES
150993,2021-11-01,2021-11-23,Ford,19,F350
150994,2022-07-12,2022-07-30,Mercedes-Benz,9,E-Class
150995,2021-11-05,2021-11-30,Suzuki,9,Aerio
150996,2022-04-15,2022-05-01,"Land Rover",28,"Range Rover"
150997,2021-10-28,2021-11-01,Chevrolet,16,"Express 2500"
150998,2021-09-30,2021-10-25,Bentley,10,Azure
150999,2022-05-15,2022-06-03,Chevrolet,10,Tahoe
